Id,SalePrice
1460,11.789571813384846
1461,11.96357872762086
1462,12.089263379196101
1463,12.16530671721188
1464,12.128592610363482
1465,12.114688757034582
1466,12.09425102879015
1467,12.060769133808288
1468,12.125392817606652
1469,11.683452900164582
1470,12.196768014054213
1471,11.439810470092112
1472,11.458625260649283
1473,11.903045474819763
1474,11.803774519456116
1475,12.795528482174408
1476,12.512305698106388
1477,12.512404598086649
1478,12.462804664038732
1479,12.976836088388076
1480,12.730482354880456
1481,12.225648816524545
1482,12.03188567848301
1483,12.069403835870716
1484,12.117626269898057
1485,12.159512577486298
1486,12.73764474141309
1487,12.398024766259342
1488,12.186524464037337
1489,12.220587273315386
1490,12.134051987406707
1491,11.434996348820647
1492,12.130120417598562
1493,12.556288277514485
1494,12.620649309386668
1495,12.299375310238002
1496,12.093652469659219
1497,11.987956242463978
1498,11.98584209741489
1499,11.916245033982088
1500,12.04910846802491
1501,11.930405409435268
1502,12.634038873722337
1503,12.343383042204078
1504,12.283771110497247
1505,12.088074180513813
1506,12.308444576470526
1507,12.23493408920083
1508,11.998296422267048
1509,11.887998550157086
1510,11.843180337622409
1511,12.009569632663267
1512,11.879175637829547
1513,12.045964078292485
1514,12.020781901831622
1515,11.900264863366706
1516,12.03727000626721
1517,11.6924959584057
1518,12.308554144132597
1519,11.824038468844403
1520,11.853047057868418
1521,11.943467382257525
1522,11.618450903132333
1523,11.712471184221762
1524,11.714397720152448
1525,11.757776016586037
1526,11.5006481845726
1527,11.85007276003715
1528,11.914343272315806
1529,12.052904129049946
1530,11.534725109545109
1531,11.508925455202967
1532,11.875303597393108
1533,11.738247480389694
1534,11.933000428805126
1535,11.657850174822721
1536,11.096639067600782
1537,11.977737374235053
1538,12.141988894184486
1539,11.552070180070665
1540,11.970841991903729
1541,11.833966524353979
1542,12.375700272320598
1543,11.256225932792375
1544,11.583210879585883
1545,11.679375464955886
1546,11.744352697241023
1547,11.762590014906785
1548,11.611808201543814
1549,11.794361546414146
1550,11.696154463926153
1551,11.789708809460274
1552,11.870223659271275
1553,11.557516188466163
1554,12.111564841277913
1555,11.25373213167566
1556,11.617723700071851
1557,11.308079844605166
1558,11.54900840287062
1559,11.810500510659187
1560,11.914098969091631
1561,11.787110700744973
1562,11.673345535661054
1563,11.997884474500145
1564,11.90730601272296
1565,12.34615744703038
1566,11.127653763320104
1567,12.342792045284202
1568,11.96174316953293
1569,11.779768143157211
1570,11.656393731428219
1571,11.917826013717377
1572,12.429332315702261
1573,11.531872972388078
1574,12.1279996035163
1575,12.267653450800308
1576,12.124189721786095
1577,11.850831712903014
1578,11.890496158011391
1579,12.161822704649857
1580,11.778163269785711
1581,11.797860379663037
1582,12.747321111428178
1583,12.342647973472157
1584,11.863215965450927
1585,11.013390733199591
1586,11.523989769558947
1587,11.938907123410363
1588,11.440383553642379
1589,11.824531097049634
1590,11.60627040670049
1591,11.79062534345657
1592,11.720043900487795
1593,11.822399522718788
1594,11.682974098076926
1595,12.37602583821249
1596,12.026355437325932
1597,12.194718961014686
1598,11.959371261756479
1599,11.99390873434147
1600,10.98760706265484
1601,11.642525880159747
1602,11.44960887893824
1603,12.499485771465261
1604,12.4037462730001
1605,12.10002698765351
1606,11.937411695391242
1607,12.230344086575318
